0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Label
-311.50885,114.6158,-27.046364,15.705335,3.656858,-7.587607,-4.2989383,-4.315858,-10.677306,2.8986204,-4.243389,1.2441664,-0.92436177,0.7535285,-2.8471513,1.3902156,-3.761144,-4.7014575,-0.05700123,0.783332,-7.4690137,0.64481926,-3.1207423,-4.0847406,-1.2179774,-2.1946394,0.36241242,-0.84008735,-0.19381975,-0.5617815,-0.96210456,-2.597293,-0.19297007,-0.77821666,-1.443127,0.59794056,-0.059271127,1.7894305,1.6356378,1.6937593,FAKE
-330.3265,67.36573,-17.985296,-0.12983212,-16.237345,-5.930146,-10.856868,-2.5206664,-12.205724,-0.6916703,-7.734139,-4.061012,-5.156229,-1.3654082,-4.5535884,0.068112634,-8.871399,-0.450962,-3.6280339,-5.4446087,-6.047287,-2.6579595,-5.3650045,-1.5929127,-2.1116357,0.025751676,0.54042757,2.389486,3.1081169,3.6641705,5.2341604,3.1236825,2.747049,2.9653637,3.259777,1.6972077,1.200803,1.8747756,0.5217321,-0.19209027,FAKE
-332.00537,58.67164,-17.978699,12.94961,-16.97186,-7.6617155,-6.992648,-0.63156146,-9.805047,3.2025757,-9.796125,0.4617131,-8.588555,-1.0442928,-6.6763144,-7.437211,-8.732441,-1.9106113,-9.655476,-3.000722,-6.926986,-3.3001633,-7.2198215,-0.4128777,-4.5732703,-0.28877565,0.7192891,0.24578606,2.0409436,2.5901663,1.2863032,2.928385,0.8467008,2.7336667,0.5628809,1.4312068,0.45697826,-0.44894996,0.42015824,-0.33382645,FAKE
-349.3125,74.14648,-17.648636,1.6684384,-7.145379,-5.683923,-8.8516245,-0.86220425,-11.594837,-3.9169536,-0.33105472,-6.1403494,-4.4456134,2.6640475,-4.153942,1.2893194,-8.763608,-1.3245035,-6.467165,-5.0174894,-4.5053267,-2.4287772,-6.795664,-2.893011,-6.230863,-1.0406171,-2.8041239,2.5971613,0.7389514,3.7568743,3.6875427,4.638335,3.6115494,2.9970248,2.110305,2.4309993,0.97225034,1.0851251,0.8994682,0.53382915,FAKE
-294.6239,84.05852,-7.3059235,17.819757,-0.64420575,5.2133603,-15.654963,-5.1862016,-14.54479,1.5309263,-11.169255,0.26315042,-8.835662,-2.4959185,-9.946185,-0.3477555,-9.335667,-1.750451,-5.7298136,0.6019457,-8.345045,-2.5538898,-4.7240214,-2.4988565,-6.9434114,-0.7416835,-3.9943826,-2.5348282,-3.5601404,-3.3829036,-3.2215118,-3.2134097,-2.119644,-5.8181353,-2.6557236,-5.2207527,-3.3954477,-3.257997,-1.43075,-4.977818,FAKE
-293.6306,95.122246,-17.534634,12.092318,-6.2643766,-7.456297,-13.812688,-4.0768647,-14.63896,3.8786983,-12.317971,-6.2787757,-8.61087,-0.98578346,-8.369125,-2.1532493,-6.342501,-2.811123,-7.356658,-4.726194,-6.796968,-4.156762,-7.523245,-3.8552616,-5.730942,-3.4048145,-4.873553,-1.8599291,-6.3115635,-4.2746224,-3.1765916,-3.9514685,-2.8965147,-3.4783056,-2.6621003,-4.302572,-3.2175977,-3.995211,-2.8592317,-2.8734918,FAKE
-293.1937,87.059975,-20.805824,7.8363595,-4.3970995,-12.376821,-20.66423,-7.183387,-14.269709,-0.56331635,-16.156897,-2.497952,-10.92314,-9.097459,-8.444332,-15.458377,-13.206014,-3.059463,-5.828412,-1.2934638,-5.304851,-8.208342,-4.6535263,2.150914,-3.1120267,-0.9448624,-4.0152206,-0.73107654,-0.5190749,-3.5911922,-3.2155118,-2.926064,-0.31476423,-1.4527436,-1.19878,0.19219097,1.8671483,0.6650668,4.1671596,6.357276,FAKE
-285.93182,113.518814,-24.978535,25.374985,9.335746,-2.954041,-8.293564,-8.584875,-15.737332,2.0990794,-8.357911,2.5313675,-5.3897567,2.4889333,-6.2832956,3.4805455,-5.108594,-4.887323,-2.3826823,2.0836053,-10.182443,0.25278494,-3.9931583,-3.7718344,-3.4018073,-1.1896346,-0.12447469,-1.1643139,-0.38517997,-1.0092059,-1.1354716,-2.7837307,0.060997956,-0.8508809,-2.163524,-1.3544031,-2.253211,-0.53682184,-1.0077944,-1.7392346,FAKE
-314.47778,100.20979,-6.436267,14.904346,1.551943,7.3847904,-13.39968,-7.5184298,-9.235208,-0.4149361,-6.225119,-1.7358475,-4.1769247,-2.899751,-8.328911,0.58888155,-5.0812054,-2.4392262,-4.5502267,-1.8731943,-5.5884604,-3.9795418,-1.9629803,-4.6371083,-4.1075187,-0.485855,-2.9852493,-2.553746,-1.8053349,-2.5461016,-1.8011557,-1.6676466,-1.5954981,-2.753182,-2.471618,-4.5099473,-2.4801974,-3.4291167,-2.2264023,-2.0896106,FAKE
-280.45612,52.155453,-12.677328,23.328796,-14.181298,-4.200413,-20.4896,-0.040371634,-16.94431,0.48201957,-12.89526,-0.50160325,-13.720421,-2.8583906,-11.223505,-8.3440075,-12.845033,-2.0451252,-12.602565,-2.9455645,-8.524231,-2.019157,-9.961917,-0.039854262,-6.804183,-2.8573873,-2.910063,-3.888196,-2.565336,-3.0992613,-3.8956282,-1.1239588,-2.6793191,-0.5739421,-2.4660375,-0.70520073,-0.20221315,-0.6997166,1.8732712,1.4705117,FAKE
-298.31723,86.9345,-9.347309,17.789165,2.3066988,6.362494,-11.773288,-2.9516656,-15.50701,-4.07155,-4.092753,-2.1992483,-8.886772,3.8183308,-4.512938,4.3159223,-12.499327,-1.7137253,-9.423074,-3.4094195,-7.8754354,0.92588115,-8.532994,-1.5954343,-8.608943,-1.4971359,-7.248297,-0.8080169,-5.216134,-0.9328516,-4.7902718,1.6292647,-2.3952003,-2.6224337,-4.2904544,-2.550962,-4.3065557,-3.7804663,-2.541763,-2.3693097,FAKE
-288.04373,75.1327,1.3050721,20.612984,-2.8624907,4.5705104,-16.885332,-5.5776696,-14.110191,0.6071564,-10.3933525,-0.84766304,-9.800558,-2.6609967,-10.111521,-1.5284972,-9.472024,-1.374411,-5.4776793,-0.6871839,-9.141224,-2.7084975,-5.1643085,-3.4933128,-6.855977,-1.952036,-5.5850577,-3.1881917,-3.3665617,-3.947987,-3.6568928,-3.4120345,-1.941001,-5.8166933,-2.5839832,-4.369628,-2.671528,-2.9810631,-1.3181081,-4.4881253,FAKE
-418.59604,80.46073,-4.358062,10.325046,-8.104554,-5.401952,-15.459869,-2.3120983,-17.715582,3.5559242,-15.762074,-4.6329103,-11.770523,-0.8040803,-13.138383,-0.9655183,-9.331415,-2.123143,-9.648351,-5.071578,-8.9289665,-4.507255,-8.145873,-4.4202385,-6.78323,-4.955959,-6.1559124,-3.5753355,-6.6124988,-4.9755864,-3.8772438,-5.150731,-2.8597002,-3.968721,-2.7998223,-3.8030174,-2.6399565,-4.1153684,-2.7465987,-3.139911,FAKE
-429.88278,75.88279,-9.92991,7.3847184,-8.778861,-10.8332205,-22.360527,-6.219175,-19.195862,-0.18926662,-18.726948,0.43750367,-13.716022,-6.8506536,-13.577322,-11.680205,-15.363497,-1.263214,-8.5174885,-1.7427397,-8.157523,-7.8831625,-5.624576,2.0114956,-3.4391062,-1.4134703,-4.110337,-0.9367764,-0.002273028,-3.8366492,-2.9540827,-2.659258,-0.11382827,-1.6253853,-0.6326636,0.5403305,2.011065,0.8229519,4.283947,5.7249994,FAKE
-429.92563,90.03839,-10.204598,19.244354,7.542367,-2.373205,-10.718673,-7.9003887,-17.345417,2.0673773,-8.592275,1.4507074,-6.814157,3.3561518,-10.178866,4.529217,-7.349671,-3.4792535,-2.812517,0.0833073,-10.257255,-0.55270404,-5.139885,-4.119678,-3.9452524,-2.354722,-1.0541035,-1.9461834,-1.3471625,-1.2696514,-1.8929405,-3.17393,-0.30007318,-1.2232004,-1.44561,-1.0433539,-1.5967822,-0.8659682,-0.5006451,-1.3583314,FAKE
-308.04343,93.08246,1.8886722,16.573868,-0.7533252,7.052381,-16.55798,-8.292592,-9.247949,-0.15185787,-6.2351117,-1.5183121,-6.515542,-2.30705,-9.370601,0.92128414,-5.982062,-1.7254004,-3.8281934,-1.181492,-5.602905,-3.6125395,-2.284812,-4.390992,-4.337454,-1.2170879,-3.8850315,-3.235544,-1.7571126,-2.6117218,-2.1834526,-2.2171698,-1.6083918,-2.3101861,-2.0989182,-3.5540311,-1.7486202,-3.2907722,-2.318329,-1.865107,FAKE
-429.7956,80.96341,-1.3472452,14.236902,-5.136556,7.0297203,-17.06179,-1.1959597,-14.785927,-1.7306916,-7.2967563,-0.6166581,-9.092499,1.4960586,-7.3772874,0.96988773,-9.844477,-0.5142514,-6.684868,-5.0441737,-7.4914904,-2.9098887,-5.053494,-3.0629992,-4.549939,-2.7168484,-4.95207,-2.5160847,-3.4360394,-4.1819005,-2.0392084,-3.153284,-2.7932582,-3.3776245,-2.3632498,-3.677333,-2.426482,-2.5676925,-1.9409778,-3.485557,FAKE
-295.43433,76.94639,-0.63539433,17.214228,0.90794945,5.0165663,-14.235114,-2.723892,-16.363886,-5.187315,-4.9548645,-3.7933424,-9.5119095,3.427675,-5.748704,3.3614275,-11.822884,-2.557724,-8.8874035,-4.482671,-7.5477233,-0.09274423,-8.095403,-2.205341,-8.612603,-2.776938,-7.174915,-1.7022291,-5.0369816,-1.5714666,-4.09144,0.9525186,-2.177354,-2.16995,-3.3677392,-1.7228035,-3.2464502,-3.1618228,-2.1667144,-2.0319989,FAKE
-272.24994,91.887726,-16.733955,5.9313345,-14.469584,-2.0656352,-17.257437,-8.344628,-14.440877,-1.0805632,-10.834292,-1.2214347,-7.6812663,-4.466668,-7.0064325,-3.1942863,-6.9327297,-2.287052,-4.5596027,-1.1568581,-5.8384614,-2.0886624,-2.7677147,-3.9883633,-5.851453,-3.2463756,-4.9479537,-3.8044875,-3.6792274,-4.4176598,-2.691529,-2.7168195,-1.4700732,-3.89664,-1.2789128,-2.9931712,-1.0475546,-1.3038934,-0.068763494,-2.6321893,FAKE
-317.85693,93.19662,-27.12151,9.652802,-18.19288,-6.7775035,-15.586726,-1.3806201,-14.8806305,5.9633183,-12.730262,-2.721209,-8.461992,0.34502134,-7.783116,-1.6321843,-5.8424134,-1.7430125,-6.4760146,-2.5445566,-5.2607317,-2.589342,-5.747767,-2.985365,-5.077771,-3.4187243,-4.794277,-2.3338513,-5.5144496,-3.86144,-2.8172395,-4.047834,-2.2814472,-2.910278,-2.0654361,-3.4259381,-1.893711,-3.1719327,-2.4112043,-2.7325304,FAKE
-264.50256,81.869835,-32.543903,0.71796495,-17.14267,-17.273571,-21.505001,-7.6203623,-15.26654,-0.98270327,-14.791814,-3.4686882,-9.802864,-10.718487,-8.045914,-13.500623,-12.226106,-3.0701053,-6.295256,-2.7093167,-4.8098745,-6.1890087,-2.8323052,4.05728,-1.0075754,0.9385753,-0.36469305,1.3934553,2.9699528,-0.05530284,1.4646759,1.5121914,3.2467942,1.3487437,2.6043181,2.977678,3.2882204,1.854564,3.4089081,4.275666,FAKE
-265.73413,113.87157,-27.54693,20.464977,0.3633808,-4.294395,-8.893305,-6.048106,-13.652052,4.827385,-7.1212454,2.445515,-3.6690211,2.5114958,-4.8659954,2.644169,-3.8632782,-3.6787853,-2.7748086,2.9499745,-7.6554046,0.27573735,-3.1293168,-2.8014147,-3.4509647,-1.6548394,0.04830758,-1.6818506,-0.43639722,-1.0106964,-0.04047981,-2.8116996,0.54604715,-0.9785301,-1.5395795,-0.9627035,-1.3875872,-0.61783326,-0.7681138,-1.6912309,FAKE
-291.1012,95.36503,-13.482859,10.591426,-9.216419,3.01534,-14.094071,-4.696053,-10.027042,2.7549415,-4.197023,-2.1198442,-4.857004,-0.9374347,-7.1748366,0.14846179,-4.17628,-1.9402792,-3.185018,-0.68617123,-3.846838,-2.661505,-0.4182586,-3.6829848,-3.8803623,-1.7736022,-3.4891548,-3.9439597,-2.2344062,-3.5880268,-2.4646168,-2.5427456,-1.4739672,-2.1971288,-1.5240527,-2.3979034,-0.9824046,-1.8510793,-1.3838996,-0.84570086,FAKE
-270.35007,81.87615,-22.436419,7.8901153,-16.670437,-2.882222,-17.410872,-1.8616941,-17.84206,-0.04098869,-8.9392395,-6.0056615,-8.024165,-2.5303264,-4.9469976,-0.7260748,-8.532088,-0.75892866,-5.3778787,-4.0225315,-5.905779,-2.315661,-5.6613793,-4.0573606,-4.597922,-4.9783936,-5.2348013,-3.9520874,-4.3047013,-4.2095265,-1.3944399,-2.1780274,-2.2517774,-1.7610095,-0.6464909,-2.268607,-0.9942771,-0.5394842,-0.7970346,-1.2885724,FAKE
-306.20093,61.473804,-23.517721,16.179432,-25.90022,-6.3656983,-21.470219,-0.6641665,-17.302485,2.2856266,-12.767254,0.7063753,-12.844238,-2.5593076,-10.601727,-7.1471243,-12.176676,-1.7137415,-11.772963,-2.4327452,-7.6080575,-0.8235743,-8.623972,-0.10259403,-5.977374,-3.3418927,-3.0458908,-3.4759374,-2.6608508,-3.0053678,-2.9438546,-1.6990088,-1.9104941,-1.1434827,-1.6693563,-1.3397049,-0.2087747,-1.7211518,0.09165298,-0.67087585,FAKE
-275.00848,117.23315,-52.507126,-7.438482,-16.040346,-3.4578817,-18.029593,-6.40599,-14.490019,0.026261633,-9.320571,-1.0306691,-8.627766,-4.784946,-11.8423605,-0.4257686,-14.13331,-5.602208,-11.364408,-8.31658,-11.876719,-4.7951894,-5.2178574,-0.5869098,-0.42253003,1.611694,-0.73074466,-2.0839288,-1.312601,-1.1377022,-1.3369495,-2.45998,-0.6305413,-2.2200155,-2.0765352,-2.3829648,-1.9666779,-3.6342504,-2.8659186,-2.7053134,REAL
-256.93,115.666626,-4.39025,26.249256,6.789149,4.4882274,-6.555023,5.054517,-6.117625,11.637358,-7.121092,3.4191422,-1.9084337,5.28641,-0.47492197,3.5119033,-1.5963972,3.4027529,-1.4902921,-0.21204418,-1.323904,0.7630995,-1.4519614,0.27330446,-3.975613,-1.7728086,-1.9351021,-0.9633768,-1.7302312,-2.2401295,-1.2675037,-1.3628483,-0.50171345,-1.2061048,-1.1796658,-1.2938914,-0.687881,-1.4826161,-0.99916005,-1.9657648,REAL
-278.74802,93.562225,-29.730576,21.363153,-15.5198345,-11.692097,-25.537153,-2.3649218,-15.8784685,5.6795774,-18.373573,1.5220673,-16.668892,-4.369212,-9.452645,-10.782215,-11.318143,-0.5645763,-15.005505,-3.5096374,-7.7907076,-5.637552,-5.627288,-2.6030798,-5.997343,-0.44821444,-5.1272964,-0.08711467,-1.739065,1.5089996,1.447333,2.589534,1.8055477,2.4816866,0.19412927,2.343496,2.2703333,1.2128745,1.7568517,0.028971896,REAL
-248.25002,168.32622,-16.75881,21.82504,12.964885,-8.925458,-9.285087,-23.104162,-13.211295,-6.284047,-2.4571505,1.5384597,0.17330611,-1.033501,-3.2163098,4.094861,0.77708095,-6.1186233,1.1842715,-1.4647654,-6.3839498,-3.3213553,-2.5326796,-4.103737,-3.834497,-1.361116,-2.2241182,-1.9527295,-1.6053306,-1.9019405,1.2876203,-0.4033121,-0.8815396,1.4403161,-0.2845226,0.22695835,0.32958275,-0.2945002,-0.10275255,-1.2355361,REAL
-435.9615,109.96818,-36.4604,3.61992,-22.01407,2.735155,-12.598229,-1.8864783,-8.125822,4.0391603,-1.4899741,3.1991463,-1.9079664,3.4195917,-7.934445,-0.10991756,-4.836817,-3.205727,-5.064748,-2.155181,-8.118523,-5.299046,-4.3987675,-3.8174703,-3.3845873,-0.1668125,1.3064836,0.011706439,3.2507207,2.452116,3.6547697,2.7226791,2.7814872,1.8052151,2.5691485,1.1288124,1.6576818,-0.03651849,1.1040515,-0.24696356,REAL
-353.45502,102.8698,-17.037445,13.006072,-10.064619,3.2328691,-26.68716,-9.108101,-20.111439,-6.8762355,-12.31488,0.8750715,-13.600863,-1.5685295,-8.410611,-2.54722,-14.074838,-3.9265895,-7.967923,-4.081066,-9.193356,-2.3780522,-6.3068366,-4.4954042,-1.8066347,-2.7627358,-1.1055341,-1.7725009,-1.7480464,-1.4350936,-2.3390822,-1.9553182,-1.2213143,-2.0059109,-3.3526902,-3.700483,-3.2959974,-2.4019973,-1.1740054,-2.3487992,REAL
-343.5013,48.16308,-7.313133,21.132427,-21.9379,-2.6374762,-24.217213,-2.6848443,-17.984877,-2.3019783,-15.533666,-1.8843385,-15.241531,-5.4752173,-14.606891,-7.6456256,-14.7645235,-3.108254,-12.772197,-5.6476192,-9.116302,-4.8370304,-9.017178,-2.6300826,-7.297303,-3.0986428,-5.5270653,-2.788224,-4.2115755,-2.8545284,-4.1474037,-2.3280337,-1.6058638,-1.2716707,-1.235603,-1.1733218,0.40701365,0.05289672,1.7974412,1.6175798,REAL
-285.7228,86.29614,-29.728287,4.740103,-16.823217,-0.07732031,-28.198235,-2.9336646,-17.615633,-5.7510486,-9.810581,-1.0554022,-13.511866,0.18493131,-9.540458,0.46295,-10.713219,-1.0958155,-6.3895397,-1.3003198,-6.128292,-0.17428023,-5.2449207,-1.5842047,-4.9436445,-2.4706159,-4.2481422,-3.4119685,-2.7814317,-3.5232122,-0.8846746,-2.2628398,-1.0969875,-0.94636863,-1.386535,-0.9534054,-0.14929551,-1.7607193,0.6681233,-1.6004121,REAL
